userid;campaignid;datetime;action
15;2017-06-09;2017-06-09 18:05:55;click
15;2017-06-09;2017-06-09 18:02:31;click
15;2017-06-09;2017-06-09 18:00:01;click
15;2017-06-09;2017-06-09 17:56:03;click
15;2017-06-09;2017-06-09 17:55:10;click
15;2017-06-09;2017-06-09 17:47:04;click
10;2017-05-26;2017-05-30 10:53:22;click
10;2017-05-26;2017-05-30 10:53:16;click
10;2017-05-26;2017-05-30 10:52:47;click
10;2017-05-26;2017-05-30 10:52:46;click
10;2017-05-26;2017-05-30 10:52:43;click
22;2017-05-26;2017-05-27 07:44:33;click
13;2017-05-26;2017-05-26 20:07:41;click
13;2017-05-26;2017-05-26 19:33:42;click
13;2017-05-26;2017-05-26 19:19:32;click
10;2017-05-19;2017-05-22 10:06:32;click
10;2017-05-19;2017-05-22 10:06:21;click
10;2017-05-19;2017-05-22 10:06:03;click
10;2017-05-19;2017-05-22 10:05:52;click
10;2017-05-19;2017-05-22 10:05:47;click
10;2017-05-19;2017-05-22 10:05:44;click
13;2017-05-19;2017-05-19 18:46:04;click
13;2017-05-19;2017-05-19 18:36:11;click
13;2017-05-19;2017-05-19 18:35:38;click
13;2017-05-19;2017-05-19 18:29:15;click
13;2017-05-19;2017-05-19 18:27:50;click
13;2017-05-19;2017-05-19 18:26:56;click
09;2017-05-19;2017-05-19 18:15:46;click
10;2017-05-12;2017-05-15 12:42:32;click
10;2017-05-12;2017-05-15 11:58:26;click
10;2017-05-12;2017-05-15 11:58:13;click
10;2017-05-12;2017-05-15 11:58:02;click
10;2017-05-12;2017-05-15 11:57:59;click
11;2017-05-12;2017-05-13 19:20:27;click
11;2017-05-12;2017-05-13 19:18:27;click
11;2017-05-12;2017-05-13 19:15:51;click
13;2017-05-12;2017-05-12 18:13:15;click
06;2017-05-12;2017-05-12 18:03:10;click
13;2017-05-12;2017-05-12 17:48:34;click
10;2017-05-05;2017-05-08 10:24:29;click
10;2017-05-05;2017-05-08 10:24:26;click
01;2017-05-05;2017-05-07 20:15:18;click
13;2017-05-05;2017-05-05 19:09:21;click
13;2017-05-05;2017-05-05 19:07:25;click
06;2017-04-28;2017-05-01 21:41:15;click
06;2017-04-28;2017-05-01 17:44:17;click
06;2017-04-28;2017-05-01 17:42:31;click
13;2017-04-28;2017-04-28 18:03:58;click
13;2017-04-21;2017-04-25 22:35:34;click
07;2017-04-21;2017-04-24 10:42:16;click
07;2017-04-21;2017-04-24 10:42:03;click
21;2017-04-21;2017-04-24 10:36:03;click
13;2017-04-21;2017-04-21 23:39:07;click
14;2017-04-21;2017-04-21 20:01:51;click
13;2017-04-21;2017-04-21 17:49:24;click
06;2017-04-21;2017-04-21 17:39:03;click
13;2017-04-21;2017-04-21 17:36:01;click
10;2017-04-21;2017-04-21 17:26:03;click
10;2017-04-21;2017-04-21 17:25:51;click
10;2017-04-21;2017-04-21 17:25:43;click
10;2017-04-21;2017-04-21 17:25:34;click
10;2017-04-21;2017-04-21 17:25:14;click
10;2017-04-21;2017-04-21 17:25:08;click
09;2017-04-21;2017-04-21 17:23:04;click
09;2017-04-21;2017-04-21 17:23:01;click
09;2017-04-21;2017-04-21 17:22:57;click
12;2017-02-17;2017-04-14 01:06:22;click
12;2017-02-17;2017-04-14 01:06:00;click
12;2017-02-17;2017-04-14 01:05:54;click
12;2017-02-17;2017-04-14 01:05:47;click
12;2017-02-17;2017-04-14 01:05:37;click
12;2017-02-17;2017-04-14 01:05:35;click
13;2017-03-17;2017-03-21 16:52:02;click
13;2017-03-17;2017-03-20 15:06:51;click
13;2017-03-17;2017-03-20 15:02:31;click
13;2017-03-17;2017-03-20 14:53:20;click
10;2017-03-17;2017-03-17 18:31:38;click
10;2017-03-17;2017-03-17 18:31:26;click
13;2017-03-17;2017-03-17 17:29:36;click
13;2017-03-17;2017-03-17 17:29:29;click
12;2017-03-10;2017-03-15 23:59:53;click
12;2017-03-10;2017-03-15 23:59:45;click
12;2017-03-10;2017-03-15 23:59:14;click
12;2017-03-10;2017-03-15 23:59:06;click
12;2017-03-10;2017-03-15 23:58:57;click
12;2017-03-10;2017-03-15 23:58:51;click
12;2017-03-10;2017-03-15 23:58:48;click
10;2017-03-10;2017-03-13 10:20:27;click
10;2017-03-10;2017-03-13 10:20:18;click
10;2017-03-10;2017-03-13 10:17:17;click
09;2017-03-10;2017-03-12 15:27:45;click
09;2017-03-10;2017-03-12 15:27:41;click
09;2017-03-10;2017-03-12 15:27:39;click
09;2017-03-10;2017-03-12 15:27:36;click
09;2017-03-10;2017-03-12 15:27:00;click
09;2017-03-10;2017-03-12 15:26:58;click
09;2017-03-10;2017-03-12 15:26:56;click
10;2017-03-10;2017-03-10 18:18:39;click
10;2017-03-10;2017-03-10 18:18:21;click
10;2017-03-03;2017-03-06 17:10:21;click
10;2017-03-03;2017-03-06 17:10:01;click
10;2017-03-03;2017-03-06 17:09:54;click
21;2017-03-03;2017-03-06 12:09:17;click
12;2017-02-24;2017-03-04 02:13:16;click
02;2017-03-03;2017-03-03 19:29:40;click
10;2017-02-24;2017-02-28 10:33:21;click
10;2017-02-24;2017-02-28 10:33:12;click
07;2017-02-24;2017-02-27 10:10:46;open
19;2017-02-24;2017-02-27 04:09:50;click
02;2017-02-24;2017-02-26 13:17:40;open
23;2017-02-24;2017-02-25 23:04:18;click
23;2017-02-24;2017-02-25 23:03:31;click
23;2017-02-24;2017-02-25 22:59:47;open
23;2017-02-24;2017-02-25 22:49:20;click
23;2017-02-24;2017-02-25 22:49:09;open
11;2017-02-24;2017-02-25 08:41:31;open
21;2017-02-24;2017-02-25 00:05:11;open
21;2017-02-24;2017-02-25 00:05:05;open
23;2017-02-24;2017-02-24 21:25:56;open
17;2017-02-24;2017-02-24 19:55:05;open
17;2017-02-24;2017-02-24 19:55:04;open
07;2017-02-24;2017-02-24 18:37:17;open
09;2017-02-24;2017-02-24 18:15:28;click
09;2017-02-24;2017-02-24 18:15:19;open
10;2017-02-24;2017-02-24 17:57:53;click
10;2017-02-24;2017-02-24 17:57:38;click
10;2017-02-24;2017-02-24 17:57:15;click
10;2017-02-17;2017-02-23 14:06:16;click
10;2017-02-17;2017-02-23 14:06:15;click
10;2017-02-17;2017-02-23 14:06:13;click
10;2017-02-17;2017-02-23 14:06:11;click
10;2017-02-17;2017-02-23 14:06:09;click
10;2017-02-17;2017-02-23 14:06:07;click
10;2017-02-17;2017-02-23 13:34:32;click
10;2017-02-17;2017-02-23 13:34:31;click
10;2017-02-17;2017-02-23 13:34:29;click
10;2017-02-17;2017-02-23 13:34:27;click
10;2017-02-17;2017-02-23 13:34:26;click
10;2017-02-17;2017-02-23 13:34:24;click
07;2017-02-17;2017-02-20 14:45:24;open
07;2017-02-17;2017-02-20 14:45:21;open
07;2017-02-17;2017-02-20 11:23:18;open
07;2017-02-17;2017-02-20 11:18:04;open
07;2017-02-17;2017-02-20 11:14:37;open
21;2017-02-17;2017-02-20 02:06:58;open
21;2017-02-17;2017-02-20 00:24:56;open
19;2017-02-17;2017-02-19 02:33:02;open
19;2017-02-17;2017-02-19 02:32:43;open
21;2017-02-17;2017-02-19 02:21:05;open
21;2017-02-17;2017-02-19 02:20:49;open
15;2017-02-17;2017-02-17 22:34:23;open
23;2017-02-17;2017-02-17 19:04:33;open
14;2017-02-17;2017-02-17 18:51:52;open
02;2017-02-17;2017-02-17 17:34:51;open
09;2017-02-17;2017-02-17 17:19:32;open
07;2017-02-10;2017-02-16 10:16:49;open
07;2017-02-10;2017-02-16 10:09:25;open
02;2017-02-03;2017-02-13 09:53:09;open
21;2017-02-10;2017-02-11 21:52:52;open
21;2017-02-10;2017-02-11 21:49:53;open
23;2017-02-10;2017-02-11 15:10:05;open
11;2017-02-10;2017-02-11 07:48:07;open
12;2017-02-10;2017-02-11 00:31:39;click
12;2017-02-10;2017-02-11 00:29:31;click
12;2017-02-10;2017-02-11 00:29:24;click
12;2017-02-10;2017-02-11 00:29:23;click
12;2017-02-10;2017-02-11 00:29:14;open
17;2017-02-10;2017-02-10 20:29:06;open
17;2017-02-10;2017-02-10 20:27:03;open
14;2017-02-10;2017-02-10 18:52:27;open
15;2017-02-10;2017-02-10 18:29:44;open
15;2017-02-10;2017-02-10 18:29:27;open
15;2017-02-10;2017-02-10 18:29:16;open
15;2017-02-10;2017-02-10 18:29:14;open
15;2017-02-10;2017-02-10 18:29:12;open
15;2017-02-10;2017-02-10 18:29:06;open
15;2017-02-10;2017-02-10 18:28:27;open
15;2017-02-10;2017-02-10 18:28:00;open
01;2017-02-10;2017-02-10 18:13:48;open
01;2017-02-10;2017-02-10 17:46:31;click
01;2017-02-10;2017-02-10 17:45:30;click
01;2017-02-10;2017-02-10 17:44:33;click
01;2017-02-10;2017-02-10 17:44:25;click
01;2017-02-10;2017-02-10 17:43:07;click
01;2017-02-10;2017-02-10 17:39:50;open
22;2017-02-10;2017-02-10 17:13:45;open
01;2017-02-10;2017-02-10 17:13:44;click
01;2017-02-10;2017-02-10 17:12:10;open
12;2017-02-03;2017-02-08 01:09:52;click
12;2017-02-03;2017-02-08 01:09:47;click
12;2017-02-03;2017-02-08 01:09:26;click
12;2017-02-03;2017-02-08 01:09:21;click
12;2017-02-03;2017-02-08 01:09:17;click
12;2017-02-03;2017-02-08 01:09:12;click
12;2017-02-03;2017-02-08 01:08:56;click
12;2017-02-03;2017-02-08 01:08:50;open
07;2017-02-03;2017-02-06 17:45:47;click
07;2017-02-03;2017-02-06 17:45:44;click
07;2017-02-03;2017-02-06 17:45:31;click
07;2017-02-03;2017-02-06 17:45:22;click
07;2017-02-03;2017-02-06 17:45:10;click
07;2017-02-03;2017-02-06 17:45:03;open
07;2017-02-03;2017-02-06 17:44:59;open
07;2017-02-03;2017-02-06 13:44:02;open
21;2017-02-03;2017-02-06 10:15:16;open
23;2017-02-03;2017-02-06 09:37:30;open
21;2017-02-03;2017-02-06 09:18:36;open
21;2017-02-03;2017-02-06 09:18:25;open
21;2017-02-03;2017-02-06 09:17:08;open
11;2017-02-03;2017-02-05 07:01:21;open
21;2017-02-03;2017-02-04 21:44:40;open
21;2017-02-03;2017-02-04 21:37:14;open
21;2017-02-03;2017-02-04 21:31:20;open
21;2017-02-03;2017-02-04 21:26:29;open
21;2017-02-03;2017-02-04 21:26:05;open
11;2017-02-03;2017-02-04 10:27:50;open
01;2017-02-03;2017-02-04 01:20:04;open
14;2017-02-03;2017-02-03 19:22:45;click
14;2017-02-03;2017-02-03 19:12:31;open
16;2017-02-03;2017-02-03 18:53:17;open
09;2017-02-03;2017-02-03 18:28:51;click
09;2017-02-03;2017-02-03 18:28:50;click
09;2017-02-03;2017-02-03 18:28:45;click
09;2017-02-03;2017-02-03 18:28:37;click
09;2017-02-03;2017-02-03 18:28:33;open
10;2017-02-03;2017-02-03 18:24:40;click
09;2017-02-03;2017-02-03 18:18:23;open
16;2017-02-03;2017-02-03 18:18:11;open
16;2017-02-03;2017-02-03 17:51:28;click
16;2017-02-03;2017-02-03 17:51:18;open
09;2017-02-03;2017-02-03 17:50:14;open
07;2017-01-13;2017-02-02 17:35:51;click
07;2017-01-13;2017-02-02 17:35:45;click
07;2017-01-13;2017-02-02 17:35:38;click
07;2017-01-13;2017-02-02 17:35:31;click
07;2017-01-13;2017-02-02 17:35:29;click
07;2017-01-13;2017-02-02 17:35:23;click
07;2017-01-13;2017-02-02 17:35:13;open
07;2017-01-13;2017-02-02 17:35:07;open
15;2017-01-27;2017-02-02 15:54:05;open
15;2017-01-27;2017-02-02 15:52:40;open
12;2017-01-27;2017-02-01 20:29:07;open
21;2017-01-27;2017-01-30 12:16:36;open
01;2017-01-27;2017-01-28 18:30:22;click
15;2017-01-27;2017-01-28 09:31:04;click
15;2017-01-27;2017-01-28 09:30:55;open
11;2017-01-27;2017-01-28 07:02:34;open
23;2017-01-27;2017-01-27 21:31:24;open
09;2017-01-27;2017-01-27 19:59:05;open
01;2017-01-27;2017-01-27 19:31:25;click
01;2017-01-27;2017-01-27 19:30:22;click
01;2017-01-27;2017-01-27 19:30:15;click
01;2017-01-27;2017-01-27 19:29:25;open
02;2017-01-27;2017-01-27 18:53:17;open
07;2017-01-27;2017-01-27 17:49:33;open
16;2017-01-27;2017-01-27 17:44:46;open
21;2017-01-27;2017-01-27 17:33:26;open
12;2017-01-20;2017-01-24 00:22:13;click
12;2017-01-20;2017-01-24 00:21:55;click
12;2017-01-20;2017-01-24 00:21:43;click
12;2017-01-20;2017-01-24 00:21:32;click
12;2017-01-20;2017-01-24 00:21:25;open
15;2017-01-20;2017-01-23 17:23:48;open
10;2017-01-20;2017-01-23 11:33:08;click
21;2017-01-20;2017-01-23 10:22:49;open
21;2017-01-20;2017-01-23 10:22:15;open
07;2017-01-20;2017-01-23 10:16:20;open
02;2017-01-20;2017-01-22 07:20:13;open
09;2017-01-20;2017-01-20 20:40:46;open
10;2017-01-20;2017-01-20 18:24:30;click
16;2017-01-20;2017-01-20 18:22:40;open
23;2017-01-20;2017-01-20 17:50:04;open
23;2017-01-20;2017-01-20 17:45:08;open
07;2017-01-13;2017-01-18 13:49:23;open
10;2017-01-13;2017-01-17 11:22:06;click
10;2017-01-13;2017-01-17 11:17:13;click
10;2017-01-13;2017-01-17 11:15:50;click
10;2017-01-13;2017-01-17 11:15:32;click
15;2017-01-13;2017-01-17 11:09:05;open
15;2017-01-13;2017-01-17 11:08:48;open
12;2017-01-13;2017-01-16 23:34:40;open
07;2017-01-13;2017-01-16 11:42:44;open
21;2017-01-13;2017-01-16 10:23:13;open
21;2017-01-13;2017-01-15 21:00:23;open
02;2017-01-13;2017-01-15 06:04:55;open
01;2017-01-13;2017-01-14 17:57:40;open
11;2017-01-13;2017-01-14 08:03:13;open
01;2017-01-13;2017-01-14 01:07:53;click
01;2017-01-13;2017-01-14 01:06:50;click
01;2017-01-13;2017-01-14 01:06:26;open
09;2017-01-13;2017-01-13 19:56:35;open
09;2017-01-13;2017-01-13 18:36:38;click
09;2017-01-13;2017-01-13 18:36:36;click
09;2017-01-13;2017-01-13 18:36:21;open
16;2017-01-13;2017-01-13 18:23:51;open
16;2017-01-13;2017-01-13 17:28:25;open
